AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;;
probabilidade_realizacao;01/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;02/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;03/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;04/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;05/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;06/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;07/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;08/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;09/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;10/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;11/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;12/2020;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;01/2021;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;02/2021;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;03/2021;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;04/2021;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
probabilidade_realizacao;05/2021;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;0.050000000000;;
