idVariavelAleatoria;AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;;
1;residuo_espaco_amostral;01/2020;538.109297828257;40.486377519295;118.968505952504;15.803375819169;177.749693517894;-4.427187485590;155.624091746143;-61.497025837490;186.992247195852;229.454758257811;56.687016442246;191.401285483394;52.149147972864;4.266246468469;65.537039032491;102.193273571558;266.383248610214;67.985026096043;102.669269483604;91.471023443497;;
1;residuo_espaco_amostral;02/2020;252.172787055273;113.073569964620;175.733209376234;166.366856708778;22.697084087774;64.947472123802;93.857888056823;166.268379976653;186.786285127212;141.586323922166;81.942173794060;79.671840565229;100.578619646478;223.710380528525;133.106254773484;55.738394554538;224.009326027278;43.195988123582;136.008120360191;118.504101951492;;
1;residuo_espaco_amostral;03/2020;87.587042372001;22.973023121251;46.580777333893;57.157327842029;64.217437898069;38.061445665375;14.521837124723;97.533727481461;107.976163876272;15.509576301580;22.804971079415;105.210767541814;8.653191988412;102.383254784443;22.095910105421;62.791074570981;117.124463637918;93.970989705364;88.262175148744;95.989024273574;;
1;residuo_espaco_amostral;04/2020;18.917639158750;-35.499271924699;10.376165677688;28.680755633032;8.176069531538;20.349307649740;6.902484862781;1.310161169343;49.095735615771;45.210716097223;58.200620550028;47.198984306176;23.800483122058;-15.187333591530;-11.942486502034;65.520083162070;46.730335390739;1.570252956394;-1.683816620841;37.218352814939;;
1;residuo_espaco_amostral;05/2020;0.275199412331;23.849396977132;61.480298975252;30.935729742847;14.318962693158;44.994253639938;37.094601153583;1.333897285643;36.124929850074;9.640465441864;2.539022170029;26.997987598649;20.849766149283;29.509243322226;35.590029039308;3.988630590005;24.138084865548;9.028157527021;15.155544919628;26.797975908122;;
1;residuo_espaco_amostral;06/2020;-1.434916026537;2.486401021093;-0.468437940478;-6.039749083279;-7.868880438972;11.687033682956;-0.674824575914;-0.243577372078;-0.820966966424;12.060365268263;-3.060724510424;21.167817813998;-4.869757557613;-2.303082130291;36.038308105502;5.874112658293;10.866007064985;24.949891379442;-7.529689881341;-7.214333525509;;
1;residuo_espaco_amostral;07/2020;21.298912860750;28.503355449297;27.781261825321;25.241993334736;19.302470004071;56.025725432731;24.231756074147;14.490007491224;22.080872935035;32.440115731994;28.213839337631;40.254278656411;21.001096254925;28.254785393015;11.252396123849;27.430846554663;23.720969575936;23.586429951729;26.255771865754;22.932331861780;;
1;residuo_espaco_amostral;08/2020;24.110296754586;24.115622186427;15.844222964475;3.510883476498;14.110695224637;13.410942885322;11.352514680520;20.578370424885;5.452176535814;12.796737768750;11.484353973692;8.131439305138;2.094176909845;7.514415595271;15.262155870158;7.488746207040;6.520270011034;8.991211659419;18.116405390451;16.218221280277;;
1;residuo_espaco_amostral;09/2020;-36.258904117207;-33.323185767254;-44.588132651977;-41.429332976962;-39.771858293365;-40.356983732613;-41.374919475384;-38.967120069223;2.209512596668;-29.914930390863;-34.248856748306;-31.457456287980;-15.941083281327;-5.723988600065;-42.314429253484;-36.302005212649;-39.932533238473;-28.079733294886;-35.256358076772;-40.150388372080;;
1;residuo_espaco_amostral;10/2020;34.597531178960;9.738865692555;41.704341756322;56.908620070818;41.164479136812;11.963801433357;34.991566867820;16.096921882480;12.674399597905;23.956700754213;23.072811582893;24.406796779653;64.541573420977;43.489868255230;56.033709817123;23.539483506919;49.175239021288;9.416949492700;-2.692064790924;28.726757511052;;
