;o;j;s;fase;abertura;tempo;restricoes;variaveis
0;0;1;0;0;0;0.006000041961669922;241.0;459.0
1;0;2;0;0;0;0.0;241.0;459.0
2;0;2;0;1;0;0.002000093460083008;242.0;459.0
3;0;2;0;1;1;0.016000032424926758;242.0;459.0
4;0;3;0;1;0;0.0;241.0;459.0
5;0;3;0;1;1;0.0;241.0;459.0
