;o;tempo;j;custo;PI2;vsult2;PI3;vsult3;PI4;vsult4;PI6;vsult6;PI8;vsult8;PI10;vsult10;PI12;vsult12;PI13;vsult13;PI19;vsult19;PI22;vsult22;PI23;vsult23;PI24;vsult24;PI25;vsult25;PI26;vsult26;PI27;vsult27;PI28;vsult28;PI30;vsult30;PI31;vsult31;PI34;vsult34;PI36;vsult36;PI38;vsult38;PI39;vsult39;PI40;vsult40;PI44;vsult44;PI47;vsult47;PI49;vsult49;PI50;vsult50;PI53;vsult53;PIy10;ysult10;PIy20;ysult20;PIy30;ysult30;PIy40;ysult40;PIy50;ysult50;PIy60;ysult60;PIy70;ysult70;PIy80;ysult80;PIy90;ysult90;PIy100;ysult100;PIy110;ysult110;PIy120;ysult120;PIy130;ysult130;PIy140;ysult140;PIy150;ysult150;PIy160;ysult160;PIy170;ysult170;PIy180;ysult180;PIy190;ysult190;PIy200;ysult200;PIy210;ysult210;PIy220;ysult220;PIy230;ysult230;PIy240;ysult240;PIy250;ysult250;PIy260;ysult260;PIy270;ysult270;PIy280;ysult280;PIy290;ysult290;PIy300;ysult300;PIy310;ysult310;PIy320;ysult320;PIy330;ysult330;PIy340;ysult340;PIy350;ysult350;PIy360;ysult360;PIy370;ysult370;PIy380;ysult380;PIy390;ysult390;PIy400;ysult400;PIy410;ysult410;PIy420;ysult420;PIy430;ysult430;PIy440;ysult440;PIy450;ysult450;PIy460;ysult460;PIy470;ysult470;PIy480;ysult480;PIy490;ysult490;PIy500;ysult500;PIy510;ysult510;PIy520;ysult520;PIy530;ysult530
0;0;0.0005027753776974148;1;157268.13782559714;0.0;600.1589893895197;0.0;1374.3906945200954;0.0;12.859999999999985;0.0;438.1553343575589;0.0;36.85384262255065;0.0;0.0;0.0;11020.47937025205;0.0;1116.1182397362113;0.0;313.35710762412805;0.0;5260.0;0.0;365.1018998320356;0.0;5066.180730883325;0.0;3464.099751869427;0.0;146.0;0.0;837.0239400236434;0.0;0.0;0.0;5540.0;0.0;2566.0;0.0;2128.0;0.0;0.0;0.0;0.0;-2.2503290316358027;1437.8348443236378;-2.2503290316358027;1223.8257840828933;0.0;4989.0929714992335;-128.74591333912036;0.0;-95.08086116898149;0.0;-66.0904375;0.0;0.0;880.4844662446773;0.0;851.829562574982;0.0;276.980014424969;0.0;222.43069215102102;0.0;16.862925750282997;0.0;36.529978477013;0.0;296.176414644627;-3.3088744055792056;5.6712313267150005;0.0;82.077090469355;0.0;5.768618113066;0.0;614.921843571036;0.0;0.0;0.0;2254.825858057441;0.0;470.819543601929;0.0;103.646990556088;0.0;46.122878673597995;0.0;126.217804688425;0.0;292.618118435732;0.0;667.834639487898;0.0;138.943945842642;0.0;88.99104721457601;0.0;6.016804556212;0.0;1141.880045915145;0.0;793.233953094129;0.0;1094.896356129186;0.0;1059.734282387633;0.0;101.55898045370901;0.0;516.13624324476;0.0;708.790728854941;0.0;170.083239600019;0.0;1931.422341616461;0.0;553.0620537941979;0.0;85.321528444515;0.0;121.26131654047;0.0;256.416860473734;0.0;111.91282219500701;0.0;1126.20560930479;0.0;810.352168993567;0.0;704.503942169277;-4.022756041196475;230.78373810872898;-1.7391427094225047;101.428086522465;0.0;173.72491361226503;0.0;11.994065158365;0.0;24.743632809062998;0.0;474.471053819149;0.0;67.26773302327;0.0;195.075696119381;-195.74543017283187;193.347678535539;-6.001074878433981;47.006107442804996;-150.76108396052223;29.449235134509003;-59.5743899504662;86.49906176392;-26.85390093859082;37.107191277309;-24.245039284191936;162.55657564940302;0.0;196.15798367118
1;0;0.0005027753776974148;2;40675.84971854206;0.0;782.064492072998;0.0;1444.9001381543385;0.0;12.859999999999985;0.0;771.4000000000001;0.0;43.42652692485561;0.0;0.0;0.0;16230.973019217408;0.0;1225.8770870850851;0.0;504.0;0.0;5260.0;0.0;5169.0;0.0;5472.737508801431;0.0;4359.78429623731;0.0;58.133019273589206;0.0;1030.0;0.0;331.94936708919664;0.0;4810.968604154611;0.0;2566.0;0.0;898.994407279657;0.0;0.0;0.0;0.0;-2.2503290316358027;170.7534558478184;-2.2503290316358027;0.0;0.0;5724.0;-42.91530444637345;0.0;-31.693620389660488;0.0;-22.030145833333332;0.0;0.0;3449.0;0.0;617.3488620205352;0.0;224.17959208467525;0.0;184.8414749882694;0.0;19.19114077143616;0.0;42.72500779900152;0.0;326.31710549537695;-1.6615889999336593;11.923418667863295;0.0;78.74414381792481;0.0;9.512453571825706;0.0;501.70767201956215;0.0;0.0;0.0;2483.73877750646;0.0;366.9793777762644;0.0;119.67489080021811;0.0;47.986431606349;0.0;117.042586997378;0.0;337.03116560831234;0.0;788.7394944637996;0.0;216.47476850950397;0.0;128.81289132608316;0.0;8.74130729178118;0.0;1445.7565087333187;0.0;896.8372347176414;0.0;852.1352631642098;0.0;868.3681565295987;0.0;116.12138090345573;0.0;569.0842416894236;0.0;547.6756239941515;0.0;139.47311095691654;0.0;2280.5284686144596;0.0;1386.02547825;0.0;162.842143653112;0.0;287.11150157560417;0.0;442.50817180604804;0.0;295.43329054596427;0.0;1322.2091265823626;0.0;822.3809328272927;0.0;1041.540042467068;-2.3532536309513863;464.8074892238365;-1.8302053399533604;185.0650509210416;0.0;288.7323873042304;0.0;23.691625764114356;0.0;47.8065670244974;0.0;644.512815762575;0.0;131.95195883995908;0.0;255.60967451527347;-57.47789413533181;186.80713307272057;-1.7004650602126752;40.684445808982595;-42.160369982600706;58.787551946263925;-20.95169367275301;95.13815364148172;-15.102608129116181;47.01467383557832;-7.139399608215755;86.60696900673676;0.0;219.256224187438
