idVariavelAleatoria;AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
1;residuo_espaco_amostral;07/01/2024;369.6838454;373.0302399;389.594481;478.0791625;375.6252404;746.1229919;424.3449626;414.3479485;429.4135258;328.338972;312.6131882;835.2301183;286.4430392;617.305711;459.8299293;284.7742882;466.3127651;385.538872;543.6512934;219.0562175
1;residuo_espaco_amostral;08/01/2024;263.4886109;309.1869999;334.7262318;351.9252079;250.2990909;276.3045914;93.50702933;305.2555968;304.5216699;206.9041234;127.4504062;169.8649818;495.1915351;232.608714;111.549258;155.3662136;215.0179922;210.7104824;190.6840125;291.7405859
1;residuo_espaco_amostral;09/01/2024;-318.4232692;-438.4093898;-483.4133027;197.4036361;-325.336325;-619.4924001;-642.4894314;-419.5089277;725.5655031;-526.7083097;-311.9960213;-210.6470565;-96.05542193;-659.4262012;-352.3672567;-338.0235662;-337.6553634;-628.1780612;-177.9288608;-272.8065852
1;residuo_espaco_amostral;10/01/2024;164.3701447;-22.65712421;-93.77924622;241.8210756;138.1952515;-113.9957964;270.0953587;359.5529083;-34.78355215;79.73461509;161.6856757;146.362123;703.4828765;338.8705734;830.0552718;236.343793;42.98574445;504.9815668;716.8292421;1059.518273
1;residuo_espaco_amostral;11/01/2024;479.2862911;-34.39200336;436.3283123;920.8708389;896.1230066;182.0620167;584.970487;774.0684148;937.6257809;62.54846827;352.2699721;327.5037788;647.4625884;937.5434093;358.9581053;629.0706399;804.6598449;886.592942;873.1402549;284.9220568
1;residuo_espaco_amostral;12/01/2024;940.1897322;315.2888553;1131.733111;1564.444945;509.3263048;1577.072748;115.9680634;1337.087657;1719.318586;994.7485346;1219.945477;-13.61494567;1203.233669;450.0238974;763.9576931;485.5727644;1122.770934;-123.299419;777.4199551;913.7609466
2;residuo_espaco_amostral;01/01/2020;5596.397061;2725.504074;4288.444332;1671.64672;2351.227351;1076.394081;618.4011251;-48.72585092;4051.564825;3792.808758;1685.343928;2558.821604;1773.797389;1501.451905;1174.978706;3955.036661;5433.647423;1881.123564;2373.05322;957.4320884
2;residuo_espaco_amostral;02/01/2020;3000.066493;712.6795792;1965.294192;3251.019398;-310.9483;562.5044749;2145.729059;2460.071369;2807.900342;1591.804519;75.89626938;918.6503266;924.4246582;3099.72872;301.513758;827.2591515;2708.350406;-1199.176048;1975.249348;542.746818
2;residuo_espaco_amostral;03/01/2020;1517.451481;957.434979;1587.675232;4087.188259;1160.946483;915.3074994;428.2275814;1328.670442;2539.111752;815.6944667;1417.456685;1785.664443;579.449945;3980.328597;889.8646581;1871.733562;3523.652002;2015.8075;3369.185716;1828.221326
2;residuo_espaco_amostral;04/01/2020;1056.231351;-760.9675334;446.0672316;1099.398212;853.0377234;926.1239967;687.4306637;-481.3512761;921.2837999;848.9913524;2185.704053;435.4635018;1078.949253;760.2848216;76.32955551;1232.344188;888.5946118;400.4570442;1655.71887;2171.500656
2;residuo_espaco_amostral;05/01/2020;-72.32633349;567.5071749;633.657973;1072.770866;360.4132278;531.2266743;632.7391181;159.6108675;523.0580635;693.1613214;446.7105386;568.8012197;455.1714818;809.3212161;372.9448547;474.6033455;583.6359369;344.8252009;479.2150817;800.5241419
2;residuo_espaco_amostral;06/01/2020;556.8078773;117.1142388;203.8982901;127.5185594;66.43079023;9.147538174;179.5496506;336.3268631;430.2172716;725.7235399;429.5703626;1058.839778;48.82117557;151.2021864;553.8149636;246.251926;219.3094544;368.0545338;41.14590458;101.3011552
2;residuo_espaco_amostral;07/01/2020;-31.76476039;172.2423226;306.5257157;-31.03132;196.1638227;283.4491292;240.6097919;49.67304059;110.1354367;164.7359941;288.582538;265.8635817;237.6188102;208.0589882;-38.42664378;85.42778396;112.8963423;204.9926116;-19.46175936;198.4098648
2;residuo_espaco_amostral;08/01/2020;213.0286401;249.2021679;159.0858298;62.34355163;141.0740047;-103.494735;99.98990566;11.51822214;-171.4659197;60.68529604;24.01198415;130.5381852;-29.01127128;81.34632367;81.22923816;-82.47702751;-11.2271353;-127.1170623;-181.669088;20.41402167
2;residuo_espaco_amostral;09/01/2020;-176.9542156;-125.5881254;-312.5611495;-160.5751741;-159.2952516;-276.8055466;-63.44427516;-163.2247451;29.00978427;-78.58115802;87.32055955;-9.742877992;-32.11755249;-22.42256825;-209.145337;-69.29699398;-71.44069604;-63.83531548;-122.3446794;-157.0292611
2;residuo_espaco_amostral;10/01/2020;623.17339;175.812067;219.3565438;390.1151562;359.4572462;-90.45336299;317.6767385;170.8123934;-32.29658943;154.0435856;268.5836824;239.446787;798.3397739;521.8420404;604.5729891;300.928087;422.4954104;-199.7630803;14.96418518;593.2226268
2;residuo_espaco_amostral;11/01/2020;-88.53546476;926.8727897;72.06149125;204.4831956;183.4173416;1339.24392;1030.330598;1271.467702;1418.258258;769.5046399;200.6294849;358.1062559;102.9217023;1194.545785;414.3501798;574.9283892;2275.216006;224.6693788;629.9160762;468.0014952
2;residuo_espaco_amostral;12/01/2020;1747.881399;778.0994032;1816.913677;1113.114219;92.811115;1499.104685;2744.219504;2729.743336;1237.52929;117.8277576;1145.187299;1981.355153;431.5406777;913.6044615;2942.789173;89.05594684;3286.654713;2079.662721;974.9065204;829.5752788
